Video Id,Positive Comments,Neutral Comments,Negative Comments
LTMmQ455zlA,464,151,92
great lesson thank you something i never even bothered to try learning because it sounds so fast that it s intimidating learnt it in about half an hour with your great video in answer to your video title hardest blues riff i have to say i think srv s testify solo sections or rude mood are harder a video on those would be great if there isn t already,0.8971
finally explained in an understandable way thanks,0.4404
connor is that you,0.0
stevie is the goat,0.0
great execution paul but i think srv has more punch he picks harder his hands are so powerful,0.8164
amazing video it is impossible to watch the video without wanting to pick up a guitar to try and play this iconic riff bravo bravo,0.7351
more more more srv,0.0
so entertaining and captivating,0.4927
steve vai did a song like a honerable mention jibbom is a fantastic song,0.7269
mc gregor,0.0
i get that this is a instructional video and thank you but i can not think of anything more contrary to playing the blues the videos of srv playing the same song differently is a perfect example of it stop worrying about playing perfect just play what you feel that is the first rule amen,0.9504
egoman strikes again,-0.3612
your fender and your touch are insane,-0.4019
love the rubber gaskets from grolsch bottles to lock your strap,0.6369
terrific job paul,0.4767
you are like me i cannot follow many youtube musicians on their reinterpretations simply because i know the way they play it is not how it was played originally also perfect editing but you already know that i am sure thank you for your channel,0.8934
bravo davids,0.0
so much of srv s sound comes from his strength if you want to get into that style then you need to start basically beating the shit out of your guitar but with precision this is a really great video btw paul i ve been following you since about 30k subs and it s been a real joy watching your channel grow,0.9436
nice video i drove from sweden to montreux 1985 to watch this guy he opened the show with this song damn good times great vid hugs,0.8834
why is john travolta smoking a pipe,0.0
nice vid but the ads that do not allow you to skip ahead totally suck shit and ruin it,-0.951
great video this is my favourite topic of yours i m not sure if you would find the following worthy of a video the lick at 2mins 10secs of ac dc s back in black i have slowed it down in ableton and still cannot nail it i think it s the speed at which angus does his vibrato that makes it tricky but i m still not sure i would be interested in your thoughts i haven t come across any youtuber you plays it correctly to my ears,0.745
why is your nut lower than the top of your fret board,-0.1027
bonus challenge do it smoking a freaking pipe man haha c mon geez srv could you get any more awesome can not stop laughing,0.825
can you breakdown 110th street by bobby womack,0.0
may be some foo fighters song for the next vid i know they have super easy songs but i just like them xd,0.9144
great video believe me paul you do not want to see my attempt at this riff,0.5964
beautiful as always and your tone is super cool matchless or kemper with matchless profile,0.8779
jan akkerman hocus pocus,0.0
add to this playing heavy strings and the neck the girth of a baseball bat as challenges 6 and 7,0.3182
love that little satire you did on the typical youtuber intro,0.6369
hi paul in reference to your explanation of why is the intro riff to baby you can drive my car so confusing it starts on the 4th off beat maybe you should have made it clear that this one also does not start on the 1 but rather on the second 16th of the 3rd beat or does it you tell me that might have been your challenge number 1 p,0.2393
i was getting ready to say thats not how he plays it on the record tho well done for getting it right,0.4329
i would be keen to see a video on how good of a player is john mayer really,0.6597
oooo yeah this is the one thnx paul for the vid an some great insights struggling with this one for sure two things iv noticed bout the lick is when he plays it for the first time without bass drums it sounds clear and everything is to say by the book as you explained but when the band kicks in i think there is something more going on to this lick that makes it well hard to play i think its the rhythm or something the way he plays it which par he accents i dont know the feel of it especialy live thers something in that first bend slide seams kind of dragged and then he shoots trough the lick but kind of pauses at some parts i dont know its hard to explain the other thing is that e that he hits on the bass string at the end he does it with the upstroke live i play the ending part same as you with pulloffs or slideoff on the g and cant end on upstroke same as you its awkward i think he picks something more there or something i dont know maybe im wrong definetly the simple but somehow hardest riff guys gals what do you think,0.7622
weergaloos of had voor mij iemand dat al gezegd,0.0
your missing a slide on low g,-0.5106
hi paul are you using your matchless in this one,0.0
fleetwood mac the chain please,0.3182
what a great way to honor srv 3,0.8074
thanks for this video paul great lesson as always but at least for me the ads were quite annoying and almost too many to bear,-0.1254
so meta it hurt my future self mind remembering it later today,-0.5667
great video you are hands down the best but 3 adverts during a 13 minute video is pretty annoying though especially learn to play guitar related ones the same one 3 times oh and one before the video even starts back off youtube,0.8554
he interchanges the the silde and the bend i learn from the live recordings,0.0
awesome paul you are my hero tone so sweet bro what is your signal chain in this vid,0.8999
there has never been nor will there ever be better than stevie but paul davids still does stevie right,0.2382
interesting but to my mind to much talking when i want to learn the riff,0.3182
brilliant video paul once again,0.5859
the same lick played over and over kinda like snow hey oh and its also difficult why must life be so hard,0.062
at 3 58 paul points up and my phones click changed to 12 00 at the same time whoa,0.0
i can not find it anymore but i remember in your first bet you can not play it video you noted that when he plays this song live he uses slides why is this i type in confusion before this exact question is literally directly addressed in this video lol,0.2134
i think it like new boot goofin lol,0.6486
i think scuttle buttin might mean getting after it or talkin,0.0
nice what i learned is something i have known for years srv was a guitar god he left us way too soon pride and joy and little sister are my favorites he broke a lot of strings with those bends,0.8779
outstanding class scuttlebutt gossip,0.5106
niiiice but i think this is still not as difficult as rude mood especially for picking speed,-0.3259
did you drink the grolsch for that strap lock,0.0
i think your pull off from the 3rd fret g string to 2nd fret g string is actually meant to be a quick slide from 2nd to 3rd back to 2nd so on a tab it would be 2 3 2p0 all with the middle finger opinions if you look at videos of srv doing it you can see what i mean and it actually has quite an audible difference would love to hear what other people think to me it doesn t sound quite right with just a simple pull off like paul does nonetheless great video love it edit just watched the live vid that paul is showing and srv is definitely doing it like i ve said above most of the time but sometimes in the transition from b7 back to e referencing standard tuning he is doing a simpler version that looks more like pauls interesting,0.9538
i usually bend it myself the studio version always sounded bended to me,0.0
challenge 6 try to sign thank god there no lyrics,0.4019
srv the only man on earth who could bend on the 2nd fret,0.0
in addition to tuning down a half step we might need to use 13 and superglue the end of the left hand finger nails to the skin of the finger tips thanks for sharing your good work paul,0.8957
another great breakdown thank you,0.765
srv magical,0.0
slip jive anticipate play from the north make it swing find every crack play for hours and hours get hot hot hot til you feel the fire and everything burns you will hurt and get tendonitis or your not gonna catch up with srv,-0.25
555 comment,0.0
easy way to play srv is dont try it was a god given talent,0.8481
not quite my tempo,0.0
that one of my favorites but i also like mary had a little lamb too thanks,0.8227
srv with the pipe homage to albert king,0.0
holy shit great vid,0.128
alain johannes,0.0
now a lesson for stevie s blues by tommy emmanuel on acoustic please,0.3182
lol all the comments defining what the song name means,0.4215
i ain t even gonna argue w paul he nailed it,-0.34
i love the way you play and love the way you teach really appreciate your work bro,0.9299
if i see another simply guitar add i m going to delete youtube i already know how to play guitar that s why i watch so much guitar youtube videos that algorithm is broken af,-0.1779
kind of remember paul saying that he used slides in another video,0.0
love this new video format,0.6369
cocaine and whiskey always helps to numb those bends,0.0516
srv actually did it both ways even on the record it a simple riff beginner shit here mang,-0.5574
boooooooooom,0.0
i am currently learning and struggling with this and to think i was using inside picking haha,0.0516
you are awesome this is impossible to play,0.7579
that strat sounds go good nice wall of guitars,0.6908
i love srv so much thanks for the vid paul,0.8115
beautiful rosewood neck on that relic,0.5994
stevie version of little wing is better than jimi,0.3892
i knew we were gonna but buttlescuttin before i even read the title,0.0
please do a look at little sister solo tutorial please,0.5574
davie504 slap like now paul davids tap the like button gently,0.8225
great vid but you my friend is wrong he plays the high e twice in the recording and probably skips the open b before doing so try listening to what note the snare falls on to,0.6369
that tone,0.0
thank you thank you thank you never thought this was within reach of my capabilities with a little alot practice it just might be,0.765
there is one more bend slide on the downward pentatonic run a quick sneaky 1 2 step bend on the ab you can tell because in the video you cite where he compensates with slides he does 3 slides as opposed to the 2 slides bends you mention so the 1st and 3rd bends start from the same note but do not bother whole stepping the 3rd cool video,0.6192
dude you killed it on this video kudos,-0.296
the lick at the turnaround is not the same as the others it the lick used for the turnaround in mary had a little lamb awesome videos,0.5888
really like the editing on the vids a very captain disillusion feel,0.1317
just one more thing to add to it is that srv used to play with absurdly high gauges strings try to play that with 13 set of strings just thinking about it already hurt my finger tips haha,0.5267
two master strat ist gone by plane crash buddy holly srv,-0.4019
now do it on 13s with bends if you bleed you lose i read that he has played as fat as 17s at one point he had everyone thinking you needed ridiculously fat strings for great tone but that has long be debunked in a b tests,0.1779
he taught me about super glue and cuts on that hand,0.7096
i was playing it even harder ha it funny how we over complicate things for ourselves sometimes good effort good analysis next is eddie van halen jump solo some say each line is layered maybe so playable though with some short cuts just a thought appreciate your efforts,0.9081
wanted to add this https www youtube com watch v fl6gu7y0qwo feature share stevie refused to play in 440,0.34
your video production is so great,0.7384
paul i love your content but you may want to consider looking at volume levels of your videos your guitar is freaking loud comparing to your voice look at kiko loureiro channel or rick beato i think those are more sensitive to people who are not viewing but are close to us when we are watching imagine us having to put headphones when there are people with us,-0.1655
you are a genius,0.0
srv probably wrote this song in regard to all gossip about his first wife cheating on him,-0.6486
so i tried those bends on my e tuned strat whew what a chore then jumped to my eb strat big difference as always first class video paul you are my hero,0.5574
always good paul this is awesome,0.7906
when you play it slower it sounds better,0.6486
paul davids best guitar teacher on the internet,0.6369
jerry garcia i want to see what you have to say about his play style,0.4019
man srv was one of the greatest for sure when you break it down like that it really shows how good he was,0.9035
stevie used both slides and bends on the studio version,0.0
so in 15 years when we master that riff we can all move on to the 2nd measure,0.0
never mind the guitar how is he holding that pipe in his mouth that the most rock star move i have seen,0.0
scuttlebutt is a naval term it just the talk that around so scuttlebuttin is just standing there and basically bullshiting my brother i got that from a chief petty officer,-0.2023
ry cooder it would be so cool if you took a look at alimony its a great song with some excellent coodertastic licks,0.8955
amazing paul that absolutely correct i took weeks to play it fine for a gig and two days after i forgot it it was 22 years ago thanks to make me remember it regards from rio,0.872
your editing skills are becoming more,0.0
08 for the win you re welcome hands,0.7783
love the fiesta red i got one with reversed headstock,0.8074
can you do a separate breakdown on steve vai jibboom similar vibe but even tougher to hear the details to my ears,0.2617
great great lesson,0.8481
thank you sir for covering the epic riff definitely my old and most probably the all time time favorite first ever riff i ve heard by srv when i was 11 and that moment became a fan for life,0.8591
out of all the lost guitar players in the world srv would be the one id bring back that dude was a phenomenon when it came to guitar,-0.3182
think this will be the next song to try learn cool lesson and insights into how to learn it paul when you going do something on rory gallagher,0.3182
srv,0.0
whew challenge 5 is brutal,-0.5859
sounds like stevie is also using his famous dimension chorus pedal on that live version too that makes it sound even better,0.6597
srv was a gigantic guitarist an absolute beast with 13 strings incredible the studio version double trouble little wing is so good played so clean,0.7726
i hope grolsch are paying you to advertise their strap locks,0.4404
back in 1982 armed with my first guitar a 57 squier strat i set about changing the world a year later i heard scuttle buttin and took up drinking instead awesome player srv saw him twice and he was so humble had a ticket to see him in london and he was killed before i got to see him again still feel that loss and still in awe of this awesome riff beautifully done paul,0.7269
the editing of this video is on par with the song you re teaching,0.0
hey paul please check out anything from high tension wires by steve morse this is album is amazing yet very calm and chilled you would like it it also has very challenging techniques like pinch harmonics cheers,0.9508
haaa whenever i start playing this i end playing mary had a little lamb,0.3818
there all of the best guitarists in the world and then there is srv looking down at all of them,0.6369
whatever sounds best,0.6369
liked curtain paul,0.4215
good job you can hear a lot of elements of stevie technique in that slow down and where they come from classic blues records you can take those bends and voicings and apply them in his version voodoo chile and many others the record deep bends at the nut end of the neck are that deep old school blues sound srv just nailed it at supersonic speed without losing the original feel of them i grew up watching stevie and his brother in texas way back when scuttlebutt is a nautical term for gossip it is literally water cooler talk derived from the name of a water jug,0.3447
next artist eddie van halen that way you can leave your guitar in the same e flat half step down tuning,-0.0516
is that transcribe software layout i see btw scuttlebuttin should be the sailor spreading of rumors,0.0
paul shoot thought you knew everyone from texas comes outta the womb playin like that and a sixpack will help keep those wrists n everything else loose we got no problem with 4 4 time or anything else up to ten but after that we gotta sit down pull of our boots n socks cuz that higher math love thus vid srv was born not far from me in texas and he died in a helicopter very near where i got an undergrad degree in wisconsin we all miss him a lot he was just getting into his stride had finally made it crossbow,-0.296
love the little peter mckinnon tribute,0.6369
when the lick is so good that you can repeat it over and over again for minutes to make an entire song,0.5777
i love the video of him soundchecking with this song looks like he just been woken up but he rips it about as fast as i have ever heard,0.5187
first notes sound like a slide as in the cylinder thing to me,0.3612
hey paul i have always done a hammer on pull off on the g string during the descending part on the 2nd and 3rd frets are you not hearing that in the song either way the timing feels more exact to me when i play along with the song at half speed full speed is just a blur so who can tell lol,0.6369
thank you guitar pewdiepie srv is my favorite guitarist,0.6705
regarding picking outdide picking is so challenging but if you use alternate picking the outside picking b and e strings will turn in inside picking for me much easier and natural why everybody starts with two downstroke,0.818
100 mijn favoriete artiest srv,0.0
you need to add some leslie listen to stevie version,0.0
once you remove the major 3rd from a 7 9 chord is not it just a m7 chord at that point,0.0
still no excuses for stang swang,-0.296
paul s videos are edited so perfectly it s awesome,0.8941
scuttlebuttin means spreading rumors,0.0
paul this video as others have mentioned is fantastic try to emulate this concept of a tight video its precise explained carefully i have zero questions about the video topic after watching and every point is backed up with something the viewer can relate to like a video or simply questioning your own statements with counter arguments great fucking job,0.8271
i like that he said gently click the like button,0.7906
srv had fingers like ten pound hammers,0.3612
i knew what riff before i clicked scuttle buttin is a beast,0.0
scuttlebutt is gossip bs or just talkin or messin around,-0.1779
good evening please make a review on jimi hendrix voodoo chile blues not slight return thank you,0.4749
i think stevie borrowed this chords and song pattern from marry had a little lamb by buddy guy which he covered as well,0.2732
you are an actual legend,0.0
somebody tag ben eller sounds amazing,0.5859
paul you never disappoint with your clever editing and i see your acting skills are paying off as well great vid,0.8875
this is why i need 9,0.0
wow this new like button is weird,0.6808
phwhat is up everybody haha,0.4588
more srv content please,0.3744
i love your use of yourself giving commentary about the instruction it s a fun interruption that doesn t distract from the educational material loved it,0.8779
the source video he pulling from https www youtube com watch v 4vuixsii9fa,0.0
great playing and teaching especially noting the various approaches to playing the song bends v slides etc,0.7717
scuttle buttin is basically like saying hurry your a up scuttle you re butt over here would be like get your butt over hear in a hurry for a song with no lyrics the name is extremely appropriate because the whole song form the rhythm to the tempo portrays a feeling of rushing through something for me it invokes visions of trucker in the us hauling ass to get to his drop off point on time to get his next load or a bunch of crazy karen s rushing through a mall on black friday trying to get the best deals on everything whilst yelling for managers left and right,0.34
srv was the best ever you make it look so easy when you break it down like this unfortunately my arthritic fingers can not do that anymore thanks for these amazing videos,0.937
that was his style of playing what is the point of understanding srv in slow motion imo,0.2023
i believe scuttlebuttin would be the extra slang turning scuttlebutt into a verb it basically means gossiping if one were to ask what is the scuttlebutt it means what is the latest news gossip talk,-0.5106
another great vid thanks you are all settled in to the new space and it looks great time for a room gear tour your subscribers are waiting,0.9022
great video as always david you are killing it with the content lately i am about to start your online lessons,-0.0772
i drove by his childhood home 2 days ago oak cliff,0.0
je bent een held srv is legend,0.0
loving it paul please more srv or jimi videos all the best,0.886
perfect,0.5719
srv forever,0.0
great video paul place looks stunning too,0.7717
thaaanks for this one paul been so confused with all the different covers,-0.4572
scuttlebuttin is when your dog has an itchy behind and drags his ass on the rug pretty sure that what it is,-0.2023
sound a lot like one of the licks from come on by jimi hendrix,0.3612
nice editing cool video you need to give rick beato some lessons,0.6249
yes so good paul thanks,0.8425
paul davids and srv yes please,0.6124
your production value on your videos is amazing as is your teaching love seeing anything about srv thank you,0.9169
you are such an epic teacher,0.0
love watching your video great guitar skills and videos always highly entertaining,0.9099
fun song never found it crazzy hard but also was in srv mode for awhile when i was learning,0.2382
this channel is no longer about music but about filmmaking scripting lightning and editing holy shit kubrick,-0.7579
all of paul video are such high qualilty but this set a new line the editing is amazing,0.7351
i see srv i click and like immediately thank you paul,0.6124
awesome video that made me understand better why i have been struggling so much with this riff for so many years it sounds simple but it is definitely not an easy one to nail down srv what a player he had it all we sorely miss him incidentally the difficulties associated with scuttlebuttin somewhat remind me about another apparently simple riff frusciante riff for snow,-0.1677
11 8,0.0
my favorite youtube guitar teacher teaching my favorite guitarist licks,0.7184
просто шикарно запили пожалуйста больше контента про srv,0.0
